"설문지 
번호",구분,DQ1_전문과,DQ1_기타내용,DQ1_1_신경과세부,DQ2_전문의취득연도,DQ3_직역,DQ3_기타내용,DQ3_1_전공의_연차,DQ3_2_전공의_근무총인원,DQ3_3_은퇴자_은퇴연령,DQ3_4_은퇴자_은퇴전직역,DQ4_근무기관,DQ4_기타내용,DQ5_근무지역,DQ6_성별,DQ7_출생연도,A1_1_근무시간_평일 ,A1_2_근무시간_토요일,A1_3_근무시간_일요일,A2_근무시간_일주평균,A3_1_총휴무일_토요일,A3_2_총휴무일_일요일,A3_3_총휴무일_공휴일,A3_4_총휴무일_휴가,A3_5_총휴무일_출장,A3_6_총휴무일_기타,A3_7_총휴무일_기타내용,A4_일반비교업무량,A4_1_업무량감축비율,A5_워라밸주당근무시간,A6_야간당직여부,A6_1_당직응급실call횟수,A7_oncall당직여부,A7_1_1_oncall당직주기,A7_1_2_oncall당직횟수,A7_1_3_실제call수 ,A8_응급실전담의여부,A9_응급실call여부,A9_1_1_응급실평균진료시간,A9_1_2_응급call받는날,A9_1_3_응급실call수,B1_1_근무비중_진료,B1_2_근무비중_진료외,B2_1_진료비율_급여,B2_2_진료비율_비급여,B3_1_1_외래_세션당환자수,B3_1_2_외래_평균진료세션 ,B3_2_1_입원_신규환자수,B3_2_2_입원_재원환자수,B3_3_1_수술_환자수,B3_3_2_수술_일수,C1_진료시간변화여부,C1_1_증가또는감소시간,C2_환자수변화,C3_진료시간변화계획,C3_1_기타내용,C4_일반의또는타과진료정도,C5_전공과주로진료,C5_1_1_비전공과_진료비중,C5_1_2_비전공과_진료과목,C5_1_2_비전공과_진료이유,C5_2_1_전공과회귀조건,C5_2_2_기타내용,C6_환자당진료시간변화,C7_1_실제진료시간_초진,C7_2_실제지료시간_재진,C8_1_이상적진료시간_초진,C8_2_이상적진료시간_재진,D1_현재전문의수,D2_현재전공의정원,D3_의료수요변화,D3_1_1_수요변화체감원인,D3_1_2_기타내용 ,E1_정책시행후_근무시간변화,E2_연봉변화,E3_지도전문의여부,E3_1_전공의법_근무변화,E3_2_전공의없을시_업무량,E3_3_전공의1인_역할비율,E4_당직및입원전담_근무의향,E5_은퇴예상연령,E6_육아휴직계획,
627,온라인,1,,,2007,3,,,,,,5,,8,2,1976,14,3,1,74,0,42,14,10,7,0,,3,30,52,1,,2,3,5,1,1,1,,,,50,50,100,0,40,6,4,10,0,0,1,,1,1,,3,1,,,,,,1,7,4,15,10,4,3,3,1,,2,1,1,4,5,25,4,65,2,
628,온라인,1,,,2006,3,,,,,,5,,1,,,9,2,,168,0,,,14,,,응급이 있는 분야고 같은 분야 전문의가 혼자여서 365일 온콜 대기 상태인데 근무시간을 따지는 의미가 없습니다,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,온라인,1,,,2006,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,온라인,1,,,2012,3,,,,,,5,,8,2,1982,10,4,근무안함,54,35,50,15,7,7,,,1,,40,1,,2,1,1,1,1,1,,,,80,20,100,0,30,6,3,7,0,0,1,,3,3,,4,2,80,일반감기환자,대학병원에 일반감기환자의 당일접수비율이 너무 많다. ,3,,1,10,8,20,15,2,1,3,1,,1,3,1,4,5,25,3,60,3,
631,온라인,1,,,2015,3,,,,,,5,,8,,,10,3,근무안함,45,32,50,10,7,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,온라인,1,,,2008,3,,,,,,4,,10,1,1972,11,3,근무안함,58,10,45,15,10,20,,,3,20,50,1,,2,4,10,1,1,2,10,2,2,70,30,70,30,30,3,2,5,0,0,1,,2,1,,4,1,,,,,,1,10,6,15,8,3,1,1,,,1,1,1,3,4,50,4,65,1,
633,온라인,1,,,2017,3,,,,,,5,,1,2,1987,14,8,5,83,0,0,10,5,5,,,3,40,60,1,,2,3,1,0,1,1,,,,30,70,80,20,25,3,2,12,0,0,2,20,2,1,,1,1,,,,,,1,7,3,15,10,3,1,1,,,1,1,1,4,5,50,4,65,2,
634,온라인,1,,,2008,3,,,,,,5,,16,2,1978,9,6,4,67,0,10,5,10,14,0,,3,30,50,3,6,2,1,2,4,2,2,30,2,6,70,30,60,40,30,4,3,5,0,0,1,,2,1,,4,1,,,,,,3,15,5,30,15,1,2,2,"1,4,6",자녀 수가 감소하면서 자녀 질병에 대한 전문진료의 의존도가 증가하였다.,1,1,1,4,5,70,3,65,2,
635,온라인,1,,,2001,3,,,,,,5,,1,2,1971,9,1,근무안함,45,36,35,10,10,10,,,3,10,40,1,,2,3,10,1,1,1,,,,50,50,50,50,40,4,3,7,0,0,2,2,2,1,,3,1,,,,,,3,5,3,10,5,3,1,3,1,,1,1,1,3,3,50,1,60,4,
636,온라인,1,,,2012,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,온라인,1,,,2003,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,온라인,1,,,1983,3,,,,,,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,온라인,1,,,2010,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,온라인,1,,,2016,3,,,,,,5,,15,2,1984,14,7,7,84,24,24,4,14,2,,,3,20,60,3,0,2,1,4,5,2,1,,,,90,10,99,1,10,2,2,10,0,0,3,5,2,1,,4,1,,,,,,2,15,10,15,10,1,2,3,1,,1,1,1,4,5,20,2,65,3,
641,온라인,1,,,1997,3,,,,,,5,,1,2,1967,15,4,근무안함,75,21,20,,4,15,,,3,30,60,1,,1,,,,1,2,15,3,2,80,20,95,5,60,4,4,5,0,0,2,5,2,3,,4,1,,,,,,2,15,10,15,10,3,1,2,"3,6",희귀질환의 경우 전문의 중에서도 전문과목이므로 절대전문가 수가 부족함,2,1,1,4,4,15,4,65,4,
642,온라인,1,,,2011,3,,,,,,5,,1,2,1979,9,2,2,50,20,20,,5,5,,6개월 휴직,1,,40,1,,2,1,3,1,2,1,,,,60,40,90,10,12,2,2,12,0,0,1,,3,1,,1,1,,,,,,1,5,10,10,10,3,1,3,1,,1,1,1,3,4,30,3,50,1,
643,온라인,1,,,1991,3,,,,,,4,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,온라인,1,,,2013,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,온라인,1,,,2007,3,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,온라인,1,,,2013,3,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,온라인,1,,,1989,3,,,,,,3,,8,,,8,4,근무안함,44,3,52,14,12,10,,,3,15,40,1,,1,,,,2,2,40,3,2,70,30,100,0,30,7,3,7,0,0,2,5,3,3,,2,1,,,,,,1,10,3,20,5,4,1,3,"1,3",,2,2,1,5,,10,1,70,1,
648,온라인,1,,,2006,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,온라인,1,,,2000,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,온라인,1,,,2008,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,온라인,1,,,2003,3,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,온라인,1,,,1997,3,,,,,,5,,1,2,1967,12,근무안함,근무안함,60,53,53,17,14,0,0,,1,,40,1,,1,,,,2,1,,,,30,70,50,50,7,2,7,3,0,0,3,9,3,1,,3,1,,,,,,3,30,20,30,20,4,3,3,1,,2,1,1,2,5,40,4,65,4,
653,온라인,1,,,2011,3,,,,,,5,,4,2,1979,9,4,1,50,20,30,8,10,2,0,,3,20,40,3,0,2,1,4,2,1,1,,,,50,50,100,,25,2,2,20,0,0,3,2,1,1,,1,1,,,,,,1,10,5,10,5,3,1,3,1,,1,1,1,3,3,50,2,65,4,
654,온라인,1,,,2012,3,,,,,,5,,8,1,1978,8,4,근무안함,42,41,52,17,12,12,0,,3,20,40,1,,2,1,1,2,2,2,15,1,2,60,40,80,20,40,5,3,4,0,0,1,,2,1,,4,1,,,,,,3,10,5,15,7,2,1,2,"1,3,4",,1,3,1,3,5,30,3,65,1,
655,온라인,1,,,2015,3,,,,,,4,,8,2,1980,12,4,4,9,3,3,3,7,7,,,3,50,50,3,4,2,1,7,7,2,1,,,,70,30,50,50,30,2,2,20,0,0,3,20,2,1,,3,1,,,,,,2,10,10,20,20,1,3,3,1,,2,3,1,4,5,30,3,55,1,
656,온라인,1,,,1994,3,,,,,,5,,1,2,1964,10,3,근무안함,53,0,53,20,7,20,0,,3,20,40,1,,2,3,7,10,2,2,5,2,2,40,60,90,10,25,5,2,7,0,0,1,,3,1,,1,1,,,,,,2,8,3,15,10,3,1,3,1,,1,1,1,2,5,80,4,65,4,
657,온라인,1,,,2015,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,온라인,1,,,1990,3,,,,,,5,,1,1,1956,11,1,근무안함,56,25,52,12,14,14,,,1,,52,1,,1,,,,1,2,30,6,1,45,55,95,5,40,3,2,10,0,0,1,,1,1,,4,1,,,,,,1,5,2,10,5,3,2,1,,,1,1,1,4,4,50,4,65,4,
659,온라인,1,,,2016,3,,,,,,4,,5,2,1986,10,2,근무안함,52,0,4,0,12,6,0,,3,80,40,1,,2,1,7,1,2,1,,,,45,55,100,0,22,4,1,5,0,0,2,8,2,1,,1,1,,,,,,4,,,15,8,4,1,3,"1,4,5",,2,1,1,4,5,80,2,65,2,
660,온라인,1,,,2016,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,온라인,1,,,2007,3,,,,,,5,,9,2,1977,12,12,12,96,26,26,2,10,7,,,3,30,72,3,2,2,1,7,1,2,1,,,,60,40,95,5,30,2,1,8,0,0,4,,2,3,,3,1,,,,,,2,20,10,30,15,2,2,3,1,,2,2,1,4,5,30,4,65,3,
662,온라인,1,,,2006,3,,,,,,5,,12,,,12,6,4,70,27,43,4,0,10,0,,3,30,50,2,2,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,온라인,1,,,2002,3,,,,,,4,,9,,,9,1,근무안함,46,50,52,17,12,7,0,,3,20,35,2,6,1,,,,1,2,30,1,6,70,30,90,10,35,5,2,4,0,0,1,,3,1,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
664,온라인,1,,,2009,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,온라인,1,,,2003,3,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,온라인,1,,,2014,3,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,온라인,1,,,2012,3,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,온라인,1,,,1992,3,,,,,,5,,3,1,1959,8,근무안함,근무안함,50,53,52,17,11,26,,,1,,40,1,,1,,,,2,1,,,,30,70,80,20,12,2,1,1,0,0,3,4,1,1,,4,1,,,,,,2,30,15,30,15,3,1,3,1,,3,3,1,3,4,30,4,65,4,
669,온라인,1,,,2017,3,,,,,,5,,8,2,1987,9,4,2,47,17,40,12,10,10,,,1,,35,1,3,2,1,2,3,2,1,,,,70,30,70,30,30,5,3,7,0,0,1,,1,1,,1,1,,,,,,2,7,5,10,7,3,3,3,1,,1,3,1,4,4,50,1,60,4,
670,온라인,1,,,2006,3,,,,,,5,,2,2,1974,12,8,8,76,20,20,0,5,5,0,0,3,40,40,3,5,2,1,4,5,2,1,,,,80,20,50,50,30,2,4,35,0,0,2,20,1,3,,4,1,,,,,,3,10,10,30,20,1,3,3,1,,2,3,1,4,5,20,2,65,1,
671,온라인,1,,,2010,3,,,,,,5,,1,2,1981,10,6,근무안함,60,0,52,17,10,10,0,,3,20,52,1,,2,1,4,3,2,1,,,,80,20,50,50,18,2,2,8,0,0,1,,1,1,,3,1,,,,,,1,20,5,20,10,2,1,2,"3,5",,1,1,1,3,5,50,2,65,3,
672,온라인,1,,,2003,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,온라인,1,,,2004,3,,,,,,4,,10,1,1967,8,1,근무안함,41,17,52,17,10,4,,,3,30,35,3,2,2,3,10,3,1,1,,,,80,20,95,5,2,7,3,7,0,0,2,3,2,3,,4,1,,,,,,2,8,5,8,5,4,3,3,"1,2,5",,2,1,1,4,3,20,4,70,4,
674,온라인,1,,,2006,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,온라인,1,,,1988,3,,,,,,5,,1,2,1957,10,4,4,60,,,,7,,,,1,,50,1,,1,,,,1,2,1,0,0,60,40,80,20,13,2,2,15,0,0,3,10,3,4,,2,1,,,,,,1,20,15,20,25,3,1,3,4,,1,1,1,4,5,70,1,65,4,
676,온라인,1,,,2009,3,,,,,,5,,1,,,11,4,4,60,27,26,8,10,5,,,3,30,40,1,,2,1,2,2,1,1,,,,50,50,100,0,30,1,2,10,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,온라인,1,,,2002,3,,,,,,5,,2,2,1976,9,5,3,53,26,26,8,12,7,,,3,30,45,3,3,2,1,7,3,2,1,,,,75,25,90,10,10,2,1,10,0,0,1,,1,1,,4,1,,,,,,2,25,15,20,10,3,2,3,1,,1,1,1,4,5,70,4,65,4,
678,온라인,1,,,1998,3,,,,,,5,,8,2,1968,13,4,근무안함,10,24,50,17,10,20,0,,3,25,8,1,,2,4,4,1,2,1,,,,70,30,80,20,30,5,3,5,0,0,1,,3,1,,4,1,,,,,,2,5,4,6,4,3,1,3,1,,1,1,1,3,4,50,4,55,2,
679,온라인,1,,,1997,3,,,,,,5,,11,2,1967,10,1,근무안함,51,41,52,17,7,15,,,3,33,40,1,,2,1,2,0,1,1,,,,40,60,70,30,30,5,3,10,0,0,1,,1,3,,4,1,,,,,,2,12,7,15,10,3,1,3,1,,1,3,1,4,4,70,4,70,4,
680,온라인,1,,,2005,3,,,,,,4,,1,2,1975,10,5,1,50,0,26,8,0,0,0,,3,50,40,2,3,2,1,7,1,2,1,,,,50,50,90,10,20,2,2,7,0,0,3,1,3,3,,2,1,,,,,,2,20,15,20,20,4,3,3,1,,1,3,1,4,5,30,3,55,2,
681,온라인,1,,,1984,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,온라인,1,,,2019,3,,,,,,4,,1,,,10,5,4,54,20,30,8,6,0,0,,3,30,50,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,온라인,1,,,2002,3,,,,,,5,,8,1,1969,9,4,2,52,0,25,8,0,20,0,,1,,50,1,,2,1,1,1,1,1,,,,50,50,100,0,70,4,2,6,0,0,1,,1,1,,3,1,,,,,,2,10,3,30,10,3,1,1,,,1,3,1,3,5,50,4,65,1,
684,온라인,1,,,2015,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,온라인,1,,,2000,3,,,,,,5,,9,1,1968,12,2,3,65,40,39,10,10,5,3,,3,30,50,3,2,2,3,9,3,2,2,40,2,1,80,20,95,5,28,5,2,7,0,0,2,10,1,3,,4,1,,,,,,2,15,7,20,10,1,2,3,1,,2,1,1,4,5,75,3,65,4,
686,온라인,1,,,1997,3,,,,,,5,,1,2,1965,10,4,근무안함,54,13,53,17,14,10,,,3,30,80,1,,1,,,,2,1,,,,50,50,50,50,40,5,10,10,0,0,1,,2,1,,2,1,,,,,,1,15,5,15,10,4,3,3,"1,3,5",,1,2,1,2,4,50,4,65,4,
687,온라인,1,,,2001,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,온라인,1,,,2007,3,,,,,,4,,1,1,1977,8,3,근무안함,43,41,52,17,3,4,1,개원기념일로 기관 휴식 ,1,,40,2,3,1,,,,2,1,,,,65,35,90,10,25,4,1,5,0,0,1,,3,1,,2,1,,,,,,2,10,6,15,7,4,3,3,"1,4",,1,1,1,3,4,50,3,65,4,
689,온라인,1,,,2003,3,,,,,,5,,1,,,14,4,근무안함,74,20,40,17,5,7,0,,3,30,52,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,온라인,1,,,2000,3,,,,,,5,,8,,,8,4,근무안함,44,35,52,15,14,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,온라인,1,,,2012,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,온라인,1,,,2004,3,,,,,,5,,8,2,1974,10,3,,48,40,52,15,15,4,,,3,20,40,1,,2,3,6,2,2,2,10,1,1,60,40,100,,30,6,2,5,0,0,2,2,1,3,,4,2,0%,-, -,3,,1,10,5,15,10,4,3,1,,,1,3,1,3,5,50,2,55,2,
693,온라인,1,,,1983,3,,,,,,5,,1,,,8,4,근무안함,44,27,52,17,5,,,,3,40,30,1,,2,3,5,1,2,1,,,,60,40,100,0,5,2,3,20,0,0,1,,2,4,,4,1,,,,,,2,20,10,20,10,,,,,,,,,,,,,,,
694,온라인,1,,,2003,3,,,,,,5,,9,2,1972,10,3,근무안함,53,0,43,10,14,17,0,,3,30,45,2,6,2,1,1,1,2,2,10,1,1,75,25,90,10,35,4,3,5,0,0,2,12,1,3,,2,1,,,,,,1,15,10,20,10,3,1,3,1,,2,2,1,4,2,80,1,55,4,
695,온라인,1,,,2011,3,,,,,,5,,16,,,10,1,1,9,27,26,8,14,12,,,1,,8,3,0,2,3,12,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,온라인,1,,,2003,3,,,,,,3,,2,1,1971,8,근무안함,근무안함,52,53,52,17,7,10,0,,1,,40,1,,2,3,7,2,2,1,,,,50,50,90,10,35,4,1,4,0,0,1,,1,1,,3,1,,,,,,1,15,5,20,5,3,1,4,,,1,3,1,2,5,100,4,70,4,
697,온라인,1,,,1991,3,,,,,,5,,11,1,1961,10,2,근무안함,42,30,50,15,15,20,,,3,20,36,1,,2,3,6,2,1,1,,,,55,45,100,0,28,5,2,8,0,0,2,4,1,3,,1,1,,,,,,1,8,5,12,7,4,1,1,,,1,3,1,4,5,30,3,65,4,
698,온라인,1,,,1999,3,,,,,,5,,8,1,1968,11,6,5,10,6,40,2,3,2,,,3,50,43,1,,2,1,2,0,1,2,15,3,8,70,30,100,0,35,4,4,20,0,0,2,10,1,8,줄이거나 늘릴 수 있는 선택의 여지가 없다.,4,1,,,,,,1,10,5,20,10,2,2,3,1,,1,1,1,4,5,100,2,65,4,
699,온라인,1,,,2004,3,,,,,,5,,2,2,1974,11,3,근무안함,58,10,45,7,10,10,0,,3,30,40,1,,2,1,1,5,2,2,30,5,1,50,50,90,10,30,3,4,7,0,0,1,,2,1,,3,1,,,,,,2,15,10,20,15,1,2,2,"3,4,5",,1,1,1,3,5,50,4,60,1,
700,온라인,1,,,1992,3,,,,,,5,,8,1,1963,9,5,근무안함,55,33,52,15,10,14,,,3,33,40,1,,2,1,1,1,1,1,,,,60,40,90,10,35,5,3,4,0,0,1,,1,1,,1,1,,,,,,1,15,3,20,7,3,1,1,,,1,3,1,3,4,100,4,60,4,
701,온라인,1,,,1983,3,,,,,,5,,1,2,1955,8,2,,50,47,52,17,14,11,2,외부 회의,1,,50,1,,2,3,5,1,2,2,10,4,1,50,50,95,5,30,5,4,8,0,0,3,2,3,4,,1,1,,,,,,2,15,5,20,10,4,1,3,"1,2",,3,1,1,2,4,40,2,70,1,
702,온라인,1,,,1998,3,,,,,,5,,3,2,1967,12,1,근무안함,64,40,52,17,7,15,0,,3,20,52,2,1,1,,,,2,1,,,,40,60,90,10,15,3,3,5,0,0,1,,3,1,,4,1,,,,,,2,30,15,30,15,3,2,3,1,,2,1,1,4,5,70,4,65,4,
703,온라인,1,,,2009,3,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,온라인,1,,,2013,3,,,,,,5,,5,,,10,1,1,12,12,12,2,12,3,,,3,30,40,2,1,2,1,7,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,온라인,1,,,1999,3,,,,,,5,,9,1,1965,11,3,1,60,32,32,13,14,7,,,3,25,50,3,2,2,1,2,2,2,2,30,5,1,70,30,70,30,30,6,3,10,0,0,2,4,3,1,,4,1,,,,,,1,10,6,15,10,4,1,3,1,,1,1,1,4,5,33,3,65,4,
706,온라인,1,,,1997,3,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,온라인,1,,,2010,3,,,,,,5,,4,2,1979,12,3,2,65,27,26,8,10,10,0,,3,50,45,2,0,2,1,4,10,1,1,,,,70,30,100,0,30,2,5,25,0,0,2,5,2,3,,4,1,,,,,,2,20,15,30,20,1,2,2,"1,2,5",,1,3,1,4,5,25,3,60,4,
708,온라인,1,,,2006,3,,,,,,5,,8,2,1977,8,2,근무안함,50,25,25,5,15,7,,,1,,40,2,1,1,,,,2,1,,,,50,50,90,10,40,5,3,7,0,0,1,,2,3,,2,1,,,,,,2,15,10,30,15,4,2,3,"1,2,3",,1,1,1,2,5,50,2,60,2,
709,온라인,1,,,1987,3,,,,,,5,,10,,,8,근무안함,근무안함,40,53,52,17,0,7,14,,1,,40,1,,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,온라인,1,,,2016,3,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,온라인,1,,,2015,3,,,,,,5,,8,2,1986,11,근무안함,24,80,20,0,10,5,5,0,,3,70,50,1,,2,1,5,3,2,1,,,,70,30,100,0,25,2,3,20,0,0,2,30,2,3,,4,1,,,,,,1,5,3,20,10,1,2,3,1,,1,2,1,4,5,50,3,60,2,
712,온라인,1,,,2012,3,,,,,,5,,3,,,9,4,근무안함,50,46,52,17,14,4,,"휴무라 하더라도 집에서 계속 전화받고 있기 때문에, 근로시간과 공식적인 휴무일수에 차이가 있습니다.",3,30,52,2,0,2,3,7,3,2,2,5,6,0,40,60,100,,25,4,3,10,0,0,3,4,2,1,,1,1,,,,,,1,15,5,30,10,3,1,1,,,3,2,1,,,,,,,
713,온라인,1,,,2005,3,,,,,,5,,8,1,1975,11,1,근무안함,60,50,53,17,9,15,,,3,70,40,1,,1,,,,1,2,15,1,1,70,30,80,20,55,4,1,1,0,0,2,1,2,1,,1,1,,,,,,3,8,4,30,15,4,3,3,1,,1,1,1,3,3,50,4,65,1,
714,온라인,1,,,2016,3,,,,,,5,,6,,,8,근무안함,근무안함,50,53,0,8,7,,,,1,,40,1,,2,1,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,온라인,1,,,2013,3,,,,,,5,,8,2,1984,12,5,1,66,0,0,0,7,7,,,3,30,40,1,,2,1,1,0,1,1,,,,70,30,99,1,20,5,2,8,0,0,4,,3,2,,1,1,,,,,,1,10,5,30,15,4,3,3,1,,2,3,1,3,3,50,3,65,2,
716,온라인,1,,,2008,3,,,,,,5,,10,,,10,3,근무안함,53,15,52,17,12,20,,,3,30,52,1,,2,3,10,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,온라인,1,,,2014,3,,,,,,5,,9,2,1984,9,3,근무안함,48,53,53,17,7,3,1,,1,,52,2,3,2,3,2,1,1,1,,,,68,32,70,30,25,4,5,5,0,0,2,10,2,1,,1,1,,,,,,1,10,10,20,15,2,1,3,1,,1,1,1,4,3,70,2,65,4,
718,온라인,1,,,2000,3,,,,,,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,온라인,1,,,2000,3,,,,,,5,,3,2,1976,7,1,근무안함,36,41,52,17,14,4,,,1,,40,2,1,2,4,5,1,2,2,60,1,1,80,20,95,5,20,4,2,3,0,0,1,,1,1,,2,1,,,,,,2,15,7,20,10,4,1,3,1,,1,1,1,4,5,100,2,65,4,
720,온라인,1,,,2018,3,,,,,,5,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,온라인,1,,,2016,3,,,,,,5,,1,2,1986,13,4,4,73,0,0,0,7,5,0,,3,20,60,3,1,2,1,7,1,1,2,30,7,1,70,30,50,50,20,4,1,10,2,3,2,4,2,3,,4,1,,,,,,2,10,5,30,15,3,3,4,,,2,3,1,4,5,50,2,65,3,
722,온라인,1,,,2017,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,온라인,1,,,2018,4,,,,,,5,,1,2,1987,13,8,8,81,2,2,1,5,5,0,,3,70,60,1,,2,1,7,3,2,2,15,7,3,95,5,90,10,20,2,2,5,0,0,2,2,2,3,,3,1,,,,,,2,20,7,20,5,3,1,1,,,2,1,1,4,3,70,4,65,3,
724,온라인,1,,,2018,4,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
